0.000000000000000000e+00 3.241313193385525482e-01
1.525349318103700558e+00 5.265528817336949663e-01
3.003176720518569542e+00 6.993681904144294359e-01
4.387854840370212450e+00 8.553876799929505115e-01
5.637469878730470008e+00 1.000000000000000000e+00
6.715492575514045548e+00 1.136126977198888666e+00
7.592234515803357731e+00 1.265580063924132803e+00
8.246031713264095231e+00 1.389581385775749522e+00
8.664108284915696956e+00 1.509005259848636094e+00
8.843085785269170884e+00 1.624504792712470946e+00
8.789117894287423738e+00 1.736584324842880722e+00
8.517645089584206630e+00 1.845643719589526777e+00
8.052779083306905505e+00 1.952006877939368001e+00
7.426341564262117778e+00 2.055940879406108923e+00
6.676595567602097603e+00 2.157669279974593124e+00
5.846720048359203226e+00 2.257381621056742116e+00
4.983088472767852828e+00 2.355240398110090005e+00
4.133420054505679175e+00 2.451386276852436819e+00
3.344877340230885121e+00 2.545942070445169847e+00
2.662185987677019305e+00 2.639015821545788398e+00
2.125851694819098192e+00 2.730703225277383073e+00
1.770545365518470859e+00 2.821089558656610485e+00
1.623720889996237204e+00 2.910251234820271371e+00
1.704520644865880286e+00 2.998257068112858192e+00
2.023012346984955911e+00 3.085169313600047758e+00
2.579787685354503424e+00 3.171044528620210912e+00
3.365938732345747475e+00 3.255934292495480165e+00
4.363413074664077129e+00 3.339885812128716491e+00
5.545733506099404408e+00 3.422942434998317296e+00
6.879053590184121880e+00 3.505144086407192550e+00
8.323507010806444839e+00 3.586527644315513186e+00
9.834796916428356184e+00 3.667127262387724684e+00
1.136596189576962779e+01 3.746974649798902934e+00
1.286924818108026614e+01 3.826099314719869415e+00
1.429801344016498277e+01 3.904528777122721728e+00
1.560858625897940044e+01 3.982288755536364189e+00
1.676200718309491933e+01 4.059403331574076290e+00
1.772558190820309676e+01 4.135895095406489474e+00
1.847418469885558423e+01 4.211785274828889314e+00
1.899126007224763057e+01 4.287093850145172524e+00
1.926948281307362265e+01 4.361839656741855364e+00
1.931105000674530459e+01 4.436040476938511112e+00
1.912759344852968368e+01 4.509713122463747226e+00
1.873971592057801416e+01 4.582873508708773080e+00
1.817616982401723646e+01 4.655536721746078577e+00
1.747271091145054100e+01 4.727717078962918151e+00
1.667067281793481826e+01 4.799428184043205370e+00
1.581531921938681329e+01 4.870682976933379926e+00
1.495403931266212183e+01 4.941493779344590997e+00
1.413445855782176253e+01 5.011872336272721995e+00
1.340254000133044876e+01 5.081829853957271048e+00
1.280075187443874540e+01 5.151377034648191078e+00
1.236637451881940919e+01 5.220524108505228078e+00
1.213001413698982844e+01 5.289280862915796355e+00
1.211438261960105045e+01 5.357656669484113010e+00
1.233339209402911152e+01 5.425660508915483682e+00
1.279160029175876367e+01 5.493300993994454373e+00
1.348402884601194529e+01 5.560586390833662129e+00
1.439636176352107810e+01 5.627524638551044234e+00
1.550551615800393357e+01 5.694123367516260359e+00
1.639028124599869329e+01 5.671655116619694681e+00
1.725864548662284648e+01 5.650159650335663031e+00
1.816985414032173907e+01 5.628146422110928526e+00
1.910086914166340932e+01 5.605626439368823988e+00
2.002786280863794843e+01 5.582610242118916766e+00
2.092716777714658960e+01 5.559107930637609662e+00
2.177622054412167074e+01 5.535129191087542644e+00
2.255446100319067781e+01 5.510683319258983914e+00
2.324415211123615421e+01 5.485779242597565108e+00
2.383108700833231453e+01 5.460425540666104638e+00
2.430515540041794509e+01 5.434630464173539011e+00
2.466074662481575430e+01 5.408401952690911507e+00
2.489697332964783172e+01 5.381747651162741342e+00
2.501770684975484471e+01 5.354674925311791789e+00
2.503142286879261746e+01 5.327190876025974298e+00
2.495086352047135136e+01 5.299302352807929495e+00
2.479252939989473248e+01 5.271015966360414140e+00
2.457602173690377612e+01 5.242338100374049681e+00
2.432326095689833068e+01 5.213274922577998183e+00
2.405761278265028835e+01 5.183832395108852076e+00
2.380295671667147062e+01 5.154016284248186253e+00
2.358273404080460267e+01 5.123832169574891182e+00
2.341901328628949130e+01 5.093285452574523475e+00
2.333161043106377264e+01 5.062381364744334533e+00
2.333729889925548662e+01 5.031124975229478657e+00
2.344914085769466183e+01 4.999521198022982560e+00
2.367596646854187981e+01 4.967574798759428312e+00
2.402202185858810068e+01 4.935290401129922344e+00
2.448679983957896056e+01 4.902672492943741744e+00
2.506506012820992524e+01 4.869725431860071119e+00
2.574703825968497028e+01 4.836453450811443844e+00
2.651883486611448149e+01 4.802860663138860176e+00
2.736296980045097627e+01 4.768951067457019910e+00
2.825907901479013873e+01 4.734728552266795454e+00
2.918472641069822870e+01 4.700196900330735339e+00
3.011629829565552541e+01 4.665359792826293983e+00
3.102994478645968712e+01 4.630220813290404358e+00
3.190253062880642432e+01 4.594783451368030569e+00
3.271255752687107332e+01 4.559051106376458051e+00
3.344102121252131354e+01 4.523027090696261965e+00
